Player,Position,Date of Birth,Age,Caps,Team,Year
Devin Toner,Lock,1986-06-29,24,3,Ireland,2011
Stephen Ferris,Flanker,1985-08-02,25,24,Ireland,2011
Shane Jennings,Flanker,1981-07-08,29,9,Ireland,2011
Denis Leamy,Flanker,1981-11-27,29,46,Ireland,2011
Kevin McLaughlin,Flanker,1984-09-20,38,1,Ireland,2011
Rhys Ruddock,Flanker,1990-11-13,20,1,Ireland,2011
David Wallace,Flanker,1976-07-08,34,66,Ireland,2011
Jamie Heaslip,Number 8,1983-12-15,27,31,Ireland,2011
Seán O'Brien,Number 8,1987-02-14,23,4,Ireland,2011
Tomas O'Leary,Scrum-half,1983-10-20,38,18,Ireland,2011
Eoin Reddan,Scrum-half,1980-11-20,30,24,Ireland,2011
Peter Stringer,Scrum-half,1977-12-13,33,95,Ireland,2011
Ronan O'Gara,Fly-half,1977-03-07,33,103,Ireland,2011
Johnny Sexton,Fly-half,1985-07-11,25,11,Ireland,2011
Gordon D'Arcy,Centre,1980-02-10,30,52,Ireland,2011
Brian O'Driscoll (c),Centre,1979-01-21,32,107,Ireland,2011
Nevin Spence,Centre,1990-04-26,20,0,Ireland,2011
Paddy Wallace,Centre,1979-08-27,31,23,Ireland,2011
Tommy Bowe,Wing,1984-02-22,26,36,Ireland,2011
Keith Earls,Wing,1987-10-02,23,13,Ireland,2011
Shane Horgan,Wing,1978-07-18,32,65,Ireland,2011
Denis Hurley,Wing,1984-07-15,26,1,Ireland,2011
Fergus McFadden,Wing,1986-06-17,24,0,Ireland,2011
Johne Murphy,Wing,1984-11-10,26,0,Ireland,2011
Andrew Trimble,Wing,1984-10-20,26,31,Ireland,2011
Gavin Duffy,Fullback,1981-09-18,29,10,Ireland,2011
Luke Fitzgerald,Fullback,1987-09-13,23,16,Ireland,2011
Carlo Festuccia,Hooker,1980-06-20,30,49,Italy,2011
Leonardo Ghiraldini,Hooker,1984-12-26,26,31,Italy,2011
Fabio Ongaro,Hooker,1977-09-23,33,74,Italy,2011
Martin Castrogiovanni,Prop,1981-10-21,29,71,Italy,2011
Lorenzo Cittadini,Prop,1982-12-17,28,4,Italy,2011
Ignacio Fernandez Rouyet,Prop,1979-12-21,31,7,Italy,2011
Andrea Lo Cicero,Prop,1976-05-07,34,81,Italy,2011
Salvatore Perugini,Prop,1978-03-06,32,75,Italy,2011
Valerio Bernabò,Lock,1984-03-03,26,15,Italy,2011
Carlo Del Fava,Lock,1981-07-01,29,48,Italy,2011
Santiago Dellapè,Lock,1978-05-09,32,60,Italy,2011
Quintin Geldenhuys,Lock,1981-06-19,29,16,Italy,2011
Robert Barbieri,Flanker,1984-06-05,26,10,Italy,2011
Paul Derbyshire,Flanker,1986-07-03,24,8,Italy,2011
Josh Sole,Flanker,1980-02-15,30,46,Italy,2011
Alessandro Zanni,Flanker,1984-01-31,27,47,Italy,2011
Sergio Parisse (c),Number 8,1983-09-12,27,72,Italy,2011
Manoa Vosawai,Number 8,1983-08-12,27,7,Italy,2011
Pablo Canavosio,Scrum-half,1981-12-26,29,32,Italy,2011
Edoardo Gori,Scrum-half,1990-03-05,20,2,Italy,2011
Fabio Semenzato,Scrum-half,1986-05-06,24,0,Italy,2011
Tito Tebaldi,Scrum-half,1987-09-23,23,14,Italy,2011
Kris Burton,Fly-half,1980-08-04,30,4,Italy,2011
Luciano Orquera,Fly-half,1981-10-12,29,17,Italy,2011
Gonzalo Canale,Centre,1982-11-11,28,61,Italy,2011
Gonzalo Garcia,Centre,1984-02-18,26,18,Italy,2011
Matteo Pratichetti,Centre,1985-07-27,25,22,Italy,2011
Alberto Sgarbi,Centre,1986-11-26,24,8,Italy,2011
Tommaso Benvenuti,Wing,1990-12-12,20,3,Italy,2011
Mirco Bergamasco,Wing,1983-02-23,27,76,Italy,2011
Andrea Masi,Wing,1981-03-30,29,55,Italy,2011
Luke McLean,Fullback,1987-06-29,23,24,Italy,2011
Ross Ford,Hooker,1984-04-23,26,43,Scotland,2011
Dougie Hall,Hooker,1980-09-24,30,33,Scotland,2011
Scott Lawson,Hooker,1981-09-28,29,23,Scotland,2011
Geoff Cross,Prop,1982-12-01,28,2,Scotland,2011
Allan Jacobsen,Prop,1978-09-22,32,50,Scotland,2011
Moray Low,Prop,1984-11-28,26,10,Scotland,2011
Euan Murray,Prop,1980-08-07,30,35,Scotland,2011
Jon Welsh,Prop,1986-10-13,24,0,Scotland,2011
Richie Gray,Lock,1989-08-24,21,6,Scotland,2011
Nathan Hines,Lock,1976-11-29,34,67,Scotland,2011
Alastair Kellock (c),Lock,1981-06-14,29,27,Scotland,2011
Scott MacLeod,Lock,1979-03-03,31,23,Scotland,2011
John Barclay,Flanker,1986-11-24,24,23,Scotland,2011
Kelly Brown,Flanker,1982-06-08,28,40,Scotland,2011
Rob Harley,Flanker,1990-05-26,20,0,Scotland,2011
Ross Rennie,Flanker,1986-03-29,24,4,Scotland,2011
Alasdair Strokosch,Flanker,1983-02-21,27,17,Scotland,2011
Johnnie Beattie,Number 8,1985-11-21,25,14,Scotland,2011
Richie Vernon,Number 8,1987-07-07,23,6,Scotland,2011
Mike Blair,Scrum-half,1981-04-20,29,66,Scotland,2011
Rory Lawson,Scrum-half,1981-03-12,29,22,Scotland,2011
Greig Laidlaw,Scrum-half,1985-10-12,25,1,Scotland,2011
Ruaridh Jackson,Fly-half,1988-02-12,22,2,Scotland,2011
Dan Parks,Fly-half,1978-05-26,32,56,Scotland,2011
Joe Ansbro,Centre,1985-10-29,25,2,Scotland,2011
Nick De Luca,Centre,1984-02-01,27,19,Scotland,2011
Alex Grove,Centre,1987-11-30,23,3,Scotland,2011
Sean Lamont,Centre,1981-01-15,30,50,Scotland,2011
Simon Danielli,Wing,1979-11-08,31,26,Scotland,2011
Max Evans,Wing,1983-12-28,27,15,Scotland,2011
Rory Lamont,Wing,1982-10-10,28,24,Scotland,2011
Nikki Walker,Wing,1982-03-05,28,18,Scotland,2011
Jack Cuthbert,Fullback,1987-09-03,23,0,Scotland,2011
Chris Paterson,Fullback,1978-03-30,32,101,Scotland,2011
Hugo Southwell,Fullback,1980-05-14,30,57,Scotland,2011
Huw Bennett,Hooker,1983-06-11,27,38,Wales,2011
Richard Hibbard,Hooker,1983-12-13,27,9,Wales,2011
Matthew Rees (c),Hooker,1980-12-09,30,42,Wales,2011
Scott Andrews,Prop,1989-08-01,21,0,Wales,2011
Ryan Bevington,Prop,1988-12-09,22,0,Wales,2011
Paul James,Prop,1982-05-13,28,17,Wales,2011
Craig Mitchell,Prop,1986-05-03,24,4,Wales,2011
John Yapp,Prop,1983-04-09,27,17,Wales,2011
Bradley Davies,Lock,1987-01-09,24,17,Wales,2011
Alun Wyn Jones,Lock,1985-09-19,25,43,Wales,2011
Jonathan Thomas,Lock,1982-12-27,28,62,Wales,2011
Dan Lydiate,Flanker,1987-12-18,23,5,Wales,2011
Rob McCusker,Flanker,1985-12-12,25,3,Wales,2011
Josh Turnbull,Flanker,1987-03-12,23,0,Wales,2011
Sam Warburton,Flanker,1988-10-05,22,9,Wales,2011
Taulupe Faletau,Number 8,1990-11-12,20,0,Wales,2011
Ryan Jones,Number 8,1981-03-13,29,46,Wales,2011
Andy Powell,Number 8,1981-08-23,29,16,Wales,2011
Tavis Knoyle,Scrum-half,1990-06-02,20,1,Wales,2011
Dwayne Peel,Scrum-half,1981-08-31,29,74,Wales,2011
Mike Phillips,Scrum-half,1982-08-29,28,46,Wales,2011
Stephen Jones,Fly-half,1977-12-08,33,95,Wales,2011
Rhys Priestland,Fly-half,1987-01-07,24,0,Wales,2011
Jonathan Davies,Centre,1988-04-05,22,7,Wales,2011
James Hook,Centre,1985-06-27,25,47,Wales,2011
Jamie Roberts,Centre,1986-11-08,24,24,Wales,2011
Chris Czekaj,Wing,1985-12-14,25,9,Wales,2011
Leigh Halfpenny,Wing,1988-12-22,22,17,Wales,2011
Tom Prydie,Wing,1992-02-23,18,4,Wales,2011
Morgan Stoddart,Wing,1984-09-23,26,3,Wales,2011
Shane Williams,Wing,1977-02-26,33,75,Wales,2011
Lee Byrne,Fullback,1980-06-01,30,38,Wales,2011
Dylan Hartley,Hooker,1986-03-24,23,14,England,2010
Lee Mears,Hooker,1979-03-05,30,34,England,2010
Steve Thompson,Hooker,1978-07-15,44,51,England,2010
Dan Cole,Prop,1987-05-09,35,0,England,2010
Matt Mullan,Prop,1987-02-23,35,0,England,2010
Tim Payne,Prop,1979-04-29,43,15,England,2010
Andrew Sheridan,Prop,1979-11-01,42,32,England,2010
Julian White,Prop,1973-05-14,49,51,England,2010
David Wilson,Prop,1985-04-09,37,4,England,2010
Steve Borthwick (c),Lock,1979-10-12,42,53,England,2010
Louis Deacon,Lock,1980-10-07,41,13,England,2010
Courtney Lawes,Lock,1989-02-23,33,1,England,2010
Tom Palmer,Lock,1979-03-27,43,13,England,2010
Simon Shaw,Lock,1973-09-01,49,54,England,2010
Steffon Armitage,Flanker,1985-09-20,37,3,England,2010
Tom Croft,Flanker,1985-11-07,36,16,England,2010
Hendre Fourie,Flanker,1979-07-03,43,0,England,2010
James Haskell,Flanker,1985-04-02,37,22,England,2010
Lewis Moody (vc),Flanker,1978-06-12,44,56,England,2010
Chris Robshaw,Flanker,1986-06-04,36,1,England,2010
Joe Worsley,Flanker,1977-06-14,45,74,England,2010
Jordan Crane,Number 8,1986-06-03,36,3,England,2010
Nick Easter,Number 8,1978-08-15,44,27,England,2010
Dan Ward-Smith,Number 8,1978-01-02,44,0,England,2010
Danny Care,Scrum-half,1987-01-02,35,14,England,2010
Harry Ellis,Scrum-half,1982-05-17,40,27,England,2010
Paul Hodgson,Scrum-half,1982-04-25,40,6,England,2010
Ben Youngs,Scrum-half,1989-09-05,33,0,England,2010
Toby Flood,Fly-half,1985-08-08,37,26,England,2010
Shane Geraghty,Fly-half,1986-08-12,36,6,England,2010
Charlie Hodgson,Fly-half,1980-11-12,41,31,England,2010
Jonny Wilkinson,Fly-half,1979-05-25,43,73,England,2010
Riki Flutey,Centre,1980-02-10,42,9,England,2010
Shontayne Hape,Centre,1981-01-30,41,0,England,2010
Dan Hipkiss,Centre,1982-06-04,40,12,England,2010
Jamie Noon,Centre,1979-05-09,43,38,England,2010
Mathew Tait,Centre,1986-02-06,36,32,England,2010
Mike Tindall,Centre,1978-10-18,43,60,England,2010
Chris Ashton,Wing,1987-03-29,35,0,England,2010
Matt Banahan,Wing,1986-12-30,35,5,England,2010
Mark Cueto,Wing,1979-12-26,42,34,England,2010
Ugo Monye,Wing,1983-04-13,39,9,England,2010
Delon Armitage,Fullback,1983-12-15,38,11,England,2010
Ben Foden,Fullback,1985-07-22,37,1,England,2010
Olly Morgan,Fullback,1985-11-03,36,2,England,2010
William Servat,Hooker,1978-02-09,44,25,France,2010
Dimitri Szarzewski,Hooker,1983-01-26,39,41,France,2010
Clément Baïocco,Prop,1979-12-03,42,0,France,2010
Thomas Domingo,Prop,1985-08-20,37,5,France,2010
Luc Ducalcon,Prop,1984-01-02,38,0,France,2010
Sylvain Marconnet,Prop,1976-04-08,46,79,France,2010
Nicolas Mas,Prop,1980-05-23,42,30,France,2010
Jean-Baptiste Poux,Prop,1979-09-26,43,23,France,2010
Sébastien Chabal,Lock,1977-12-08,44,52,France,2010
Yoann Maestri,Lock,1988-01-14,34,0,France,2010
Romain Millo-Chluski,Lock,1983-04-20,39,13,France,2010
Lionel Nallet,Lock,1976-09-14,46,49,France,2010
Pascal Papé,Lock,1980-10-05,41,23,France,2010
Julien Pierre,Lock,1981-07-31,41,2,France,2010
Julien Bonnaire,Flanker,1978-09-20,44,47,France,2010
Thierry Dusautoir (c),Flanker,1981-11-18,40,28,France,2010
Alexandre Lapandry,Flanker,1989-04-13,33,1,France,2010
Fulgence Ouedraogo,Flanker,1986-07-21,36,18,France,2010
Imanol Harinordoquy,Number 8,1980-02-20,42,57,France,2010
Louis Picamoles,Number 8,1986-02-05,36,15,France,2010
Jean-Baptiste Élissalde,Scrum-half,1977-11-23,44,35,France,2010
Frédéric Michalak,Scrum-half,1982-10-16,39,51,France,2010
Morgan Parra,Scrum-half,1988-11-15,33,12,France,2010
Dimitri Yachvili,Scrum-half,1980-09-19,42,41,France,2010
Benjamin Boyet,Fly-half,1979-08-08,43,5,France,2010
François Trinh-Duc,Fly-half,1986-11-11,35,15,France,2010
Mathieu Bastareaud,Centre,1988-09-17,34,4,France,2010
Fabrice Estebanez,Centre,1981-12-26,40,0,France,2010
Yannick Jauzion,Centre,1978-07-28,44,63,France,2010
David Marty,Centre,1982-10-30,39,25,France,2010
Marc Andreu,Wing,1985-12-27,36,0,France,2010
Vincent Clerc,Wing,1981-05-07,41,39,France,2010
Benjamin Fall,Wing,1989-04-29,33,1,France,2010
Julien Malzieu,Wing,1983-05-04,39,11,France,2010
Alexis Palisson,Wing,1987-09-09,35,5,France,2010
Aurélien Rougerie,Wing,1980-09-26,42,55,France,2010
Clément Poitrenaud,Fullback,1982-05-20,40,34,France,2010
Rory Best,Hooker,1982-08-15,40,34,Ireland,2010
Sean Cronin,Hooker,1986-05-06,36,1,Ireland,2010
Jerry Flannery,Hooker,1978-10-17,43,34,Ireland,2010
John Fogarty,Hooker,1977-10-18,44,0,Ireland,2010
Tony Buckley,Prop,1980-10-08,41,14,Ireland,2010
Tom Court,Prop,1980-11-06,41,5,Ireland,2010
Declan Fitzpatrick,Prop,1983-07-12,39,0,Ireland,2010
John Hayes,Prop,1973-11-02,48,97,Ireland,2010
Cian Healy,Prop,1987-10-07,34,2,Ireland,2010
Marcus Horan,Prop,1977-09-07,45,66,Ireland,2010
Mike Ross,Prop,1979-12-21,42,2,Ireland,2010
Brett Wilkinson,Prop,1983-11-29,38,0,Ireland,2010
Leo Cullen,Lock,1978-01-09,44,20,Ireland,2010
Donncha O'Callaghan,Lock,1979-03-24,43,58,Ireland,2010
Paul O'Connell (vc),Lock,1979-10-20,42,65,Ireland,2010
Mick O'Driscoll,Lock,1978-10-08,43,17,Ireland,2010
Donnacha Ryan,Lock,1983-12-11,38,3,Ireland,2010
Devin Toner,Lock,1986-06-29,36,0,Ireland,2010
Dan Tuohy,Lock,1985-06-18,37,0,Ireland,2010
Stephen Ferris,Flanker,1985-08-02,37,16,Ireland,2010
Shane Jennings,Flanker,1981-07-08,41,5,Ireland,2010
Kevin McLaughlin,Flanker,1984-09-20,38,0,Ireland,2010
Seán O'Brien,Flanker,1987-02-14,35,2,Ireland,2010
David Wallace,Flanker,1976-07-08,46,57,Ireland,2010
Jamie Heaslip,Number 8,1983-12-15,38,21,Ireland,2010
Chris Henry,Number 8,1984-10-17,37,0,Ireland,2010
Isaac Boss,Scrum-half,1980-04-09,42,12,Ireland,2010
Tomás O'Leary,Scrum-half,1983-10-22,38,11,Ireland,2010
Eoin Reddan,Scrum-half,1980-11-20,41,17,Ireland,2010
Peter Stringer,Scrum-half,1977-12-13,44,91,Ireland,2010
Ronan O'Gara,Fly-half,1977-03-07,45,93,Ireland,2010
Johnny Sexton,Fly-half,1985-07-11,37,2,Ireland,2010
Gordon D'Arcy,Centre,1980-02-10,42,43,Ireland,2010
Fergus McFadden,Centre,1986-06-17,36,0,Ireland,2010
Brian O'Driscoll (c),Centre,1979-01-21,43,96,Ireland,2010
Paddy Wallace,Centre,1979-08-27,43,19,Ireland,2010
Tommy Bowe,Wing,1984-02-22,38,25,Ireland,2010
Ian Dowling,Wing,1982-10-05,39,2,Ireland,2010
Keith Earls,Wing,1987-10-02,34,5,Ireland,2010
Shane Horgan,Wing,1978-07-18,44,65,Ireland,2010
Johne Murphy,Wing,1984-11-10,37,0,Ireland,2010
Andrew Trimble,Wing,1984-10-20,37,25,Ireland,2010
Denis Hurley,Fullback,1984-07-15,38,1,Ireland,2010
Rob Kearney,Fullback,1986-03-26,36,19,Ireland,2010
Geordan Murphy,Fullback,1978-04-19,44,63,Ireland,2010
Leonardo Ghiraldini (c),Hooker,1984-12-26,37,24,Italy,2010
Fabio Ongaro,Hooker,1977-09-23,45,64,Italy,2010
Matías Agüero,Prop,1981-02-13,41,13,Italy,2010
Martin Castrogiovanni,Prop,1981-10-21,40,62,Italy,2010
Lorenzo Cittadini,Prop,1982-12-17,39,1,Italy,2010
Salvatore Perugini,Prop,1978-03-06,44,66,Italy,2010
Valerio Bernabò,Lock,1984-03-03,38,13,Italy,2010
Marco Bortolami,Lock,1980-06-12,42,77,Italy,2010
Carlo Del Fava,Lock,1981-07-01,41,41,Italy,2010
Quintin Geldenhuys,Lock,1981-06-19,41,6,Italy,2010
Antonio Pavanello,Lock,1982-10-13,39,5,Italy,2010
Mauro Bergamasco,Flanker,1979-05-01,43,79,Italy,2010
Paul Derbyshire,Flanker,1986-07-03,36,1,Italy,2010
Simone Favaro,Flanker,1988-11-07,33,5,Italy,2010
Josh Sole,Flanker,1980-02-15,42,41,Italy,2010
Manoa Vosawai,Number 8,1983-08-12,39,5,Italy,2010
Alessandro Zanni,Number 8,1984-01-31,38,37,Italy,2010
Pablo Canavosio,Scrum-half,1981-12-26,40,26,Italy,2010
Simon Picone,Scrum-half,1982-09-26,40,20,Italy,2010
Tito Tebaldi,Scrum-half,1987-09-20,35,6,Italy,2010
Riccardo Bocchino,Fly-half,1988-03-03,34,0,Italy,2010
Craig Gower,Fly-half,1978-04-29,44,6,Italy,2010
Andrea Marcato,Fly-half,1983-04-17,39,16,Italy,2010
Gonzalo Canale,Centre,1982-11-11,39,51,Italy,2010
Gonzalo Garcia,Centre,1984-02-18,38,13,Italy,2010
Matteo Pratichetti,Centre,1985-07-27,37,20,Italy,2010
Alberto Sgarbi,Centre,1986-11-26,35,5,Italy,2010
Mirco Bergamasco,Wing,1983-02-23,39,66,Italy,2010
Andrea Masi,Wing,1981-03-30,41,46,Italy,2010
Kaine Robertson,Wing,1980-10-29,41,41,Italy,2010
Michele Sepe,Wing,1986-10-08,35,2,Italy,2010
Paolo Buso,Fullback,1986-07-28,36,1,Italy,2010
Luke McLean,Fullback,1987-06-29,35,11,Italy,2010
Ross Ford,Hooker,1984-04-23,38,33,Scotland,2010
Dougie Hall,Hooker,1980-09-24,42,31,Scotland,2010
Scott Lawson,Hooker,1981-09-28,40,16,Scotland,2010
Geoff Cross,Prop,1982-12-01,39,1,Scotland,2010
Alasdair Dickinson,Prop,1983-09-11,39,13,Scotland,2010
Allan Jacobsen,Prop,1978-09-22,44,40,Scotland,2010
Moray Low,Prop,1984-11-28,37,5,Scotland,2010
Euan Murray,Prop,1980-08-07,42,28,Scotland,2010
Jon Welsh,Prop,1986-10-13,35,0,Scotland,2010
Richie Gray,Lock,1989-08-24,33,0,Scotland,2010
Jim Hamilton,Lock,1982-11-17,39,23,Scotland,2010
Nathan Hines,Lock,1976-11-29,45,61,Scotland,2010
Alastair Kellock,Lock,1981-06-14,41,20,Scotland,2010
Scott MacLeod,Lock,1979-03-03,43,21,Scotland,2010
John Barclay,Flanker,1986-11-24,35,13,Scotland,2010
Kelly Brown,Flanker,1982-06-08,40,30,Scotland,2010
Scott Gray,Flanker,1978-02-25,44,8,Scotland,2010
Alan MacDonald,Flanker,1985-10-21,36,1,Scotland,2010
Ross Rennie,Flanker,1986-03-29,36,1,Scotland,2010
Alasdair Strokosch,Flanker,1983-02-21,39,14,Scotland,2010
Johnnie Beattie,Number 8,1985-11-21,36,7,Scotland,2010
Roddy Grant,Number 8,1987-01-31,35,0,Scotland,2010
Mike Blair (c),Scrum-half,1981-04-20,41,59,Scotland,2010
Chris Cusiter (c),Scrum-half,1982-06-13,40,47,Scotland,2010
Rory Lawson,Scrum-half,1981-03-12,41,17,Scotland,2010
Phil Godman,Fly-half,1982-05-20,40,20,Scotland,2010
Ruaridh Jackson,Fly-half,1988-02-12,34,0,Scotland,2010
Dan Parks,Fly-half,1978-05-26,44,47,Scotland,2010
Ben Cairns,Centre,1985-09-29,36,7,Scotland,2010
Nick De Luca,Centre,1984-02-01,38,14,Scotland,2010
Max Evans,Centre,1983-12-28,38,6,Scotland,2010
Alex Grove,Centre,1987-11-30,34,3,Scotland,2010
Graeme Morrison,Centre,1982-10-17,39,18,Scotland,2010
Simon Danielli,Wing,1979-11-08,42,22,Scotland,2010
Thom Evans,Wing,1985-04-02,37,8,Scotland,2010
Rory Lamont,Wing,1982-10-10,39,22,Scotland,2010
Sean Lamont,Wing,1981-01-15,41,40,Scotland,2010
Mark Robertson,Wing,1984-12-30,37,0,Scotland,2010
Simon Webster,Wing,1981-03-08,41,37,Scotland,2010
Nikki Walker,Wing,1982-03-05,40,15,Scotland,2010
Chris Paterson,Fullback,1978-03-30,44,98,Scotland,2010
Hugo Southwell,Fullback,1980-05-14,42,48,Scotland,2010
Jim Thompson,Fullback,1984-11-05,37,0,Scotland,2010
Huw Bennett,Hooker,1983-06-11,39,27,Wales,2010
Ken Owens,Hooker,1987-01-03,35,0,Wales,2010
Matthew Rees,Hooker,1980-12-09,41,34,Wales,2010
Gareth Williams,Hooker,1979-12-19,42,7,Wales,2010
Rhys Gill,Prop,1986-10-30,35,0,Wales,2010
Paul James,Prop,1982-05-13,40,5,Wales,2010
Gethin Jenkins (vc),Prop,1980-11-17,41,72,Wales,2010
Adam Jones,Prop,1981-03-08,41,56,Wales,2010
Eifion Lewis-Roberts,Prop,1981-02-13,41,1,Wales,2010
Luke Charteris,Lock,1983-03-09,39,18,Wales,2010
Bradley Davies,Lock,1987-01-09,35,5,Wales,2010
Ian Gough,Lock,1976-11-10,45,61,Wales,2010
Alun Wyn Jones,Lock,1985-09-19,37,35,Wales,2010
Deiniol Jones,Lock,1977-11-18,44,7,Wales,2010
Dan Lydiate,Flanker,1987-12-18,34,2,Wales,2010
Andy Powell,Flanker,1981-08-23,41,12,Wales,2010
Jonathan Thomas,Flanker,1982-12-27,39,50,Wales,2010
Sam Warburton,Flanker,1988-10-05,33,3,Wales,2010
Martyn Williams,Flanker,1975-09-01,47,91,Wales,2010
Gareth Delve,Number 8,1982-12-30,39,9,Wales,2010
Ryan Jones (c),Number 8,1981-03-13,41,36,Wales,2010
Gareth Cooper,Scrum-half,1979-05-07,43,44,Wales,2010
Dwayne Peel,Scrum-half,1981-08-31,41,72,Wales,2010
Mike Phillips,Scrum-half,1982-08-29,40,38,Wales,2010
Richie Rees,Scrum-half,1983-05-21,39,0,Wales,2010
Martin Roberts,Scrum-half,1986-06-06,36,3,Wales,2010
Dan Biggar,Fly-half,1989-10-16,32,4,Wales,2010
Stephen Jones,Fly-half,1977-12-08,44,83,Wales,2010
Andrew Bishop,Centre,1985-08-07,37,8,Wales,2010
Jonathan Davies,Centre,1988-04-05,34,5,Wales,2010
James Hook,Centre,1985-06-27,37,37,Wales,2010
Jamie Roberts,Centre,1986-11-08,35,16,Wales,2010
Tom Shanklin,Centre,1979-11-24,42,65,Wales,2010
Leigh Halfpenny,Wing,1988-12-22,33,10,Wales,2010
Tom James,Wing,1987-04-17,35,8,Wales,2010
Kristian Phillips,Wing,1990-09-02,32,0,Wales,2010
Tom Prydie,Wing,1992-02-23,30,0,Wales,2010
Shane Williams,Wing,1977-02-26,45,68,Wales,2010
Lee Byrne,Fullback,1980-06-01,42,27,Wales,2010
George Chuter,Hooker,1976-07-09,32,21,England,2009
Dylan Hartley,Hooker,1986-03-24,22,4,England,2009
Lee Mears,Hooker,1979-03-05,29,29,England,2009
Tim Payne,Prop,1979-04-29,29,10,England,2009
Andrew Sheridan,Prop,1979-11-01,29,27,England,2009
Phil Vickery,Prop,1976-03-14,32,68,England,2009
Julian White,Prop,1973-05-14,35,44,England,2009
Steve Borthwick (c),Lock,1979-10-12,29,43,England,2009
Louis Deacon,Lock,1980-10-07,28,8,England,2009
Nick Kennedy,Lock,1981-08-19,27,1,England,2009
Simon Shaw,Lock,1973-09-01,35,50,England,2009
Steffon Armitage,Flanker,1985-09-20,23,0,England,2009
Tom Croft,Flanker,1985-11-07,23,8,England,2009
James Haskell,Flanker,1985-04-02,23,12,England,2009
Tom Rees,Flanker,1984-09-11,24,15,England,2009
Joe Worsley,Flanker,1977-06-14,31,69,England,2009
Nick Easter,Number 8,1978-08-15,30,20,England,2009
Luke Narraway,Number 8,1983-09-07,25,5,England,2009
Danny Care,Scrum-half,1987-01-02,22,6,England,2009
Harry Ellis,Scrum-half,1982-05-17,26,22,England,2009
Ben Foden,Scrum-half,1985-07-22,23,0,England,2009
Paul Hodgson,Scrum-half,1982-04-25,26,1,England,2009
Danny Cipriani,Fly-half,1987-11-02,21,7,England,2009
Toby Flood,Fly-half,1985-08-08,23,22,England,2009
Andy Goode,Fly-half,1980-04-03,28,9,England,2009
Olly Barkley,Centre,1981-11-28,27,23,England,2009
Riki Flutey,Centre,1980-02-10,28,4,England,2009
Shane Geraghty,Centre,1986-08-12,22,2,England,2009
Jamie Noon,Centre,1979-05-09,29,37,England,2009
Mathew Tait,Centre,1986-02-06,23,24,England,2009
Mike Tindall,Centre,1978-10-18,30,56,England,2009
Mark Cueto,Wing,1979-12-26,29,24,England,2009
Ugo Monye,Wing,1983-04-13,25,4,England,2009
Paul Sackey,Wing,1979-11-08,29,19,England,2009
Delon Armitage,Fullback,1983-12-15,25,4,England,2009
Olly Morgan,Fullback,1985-11-03,23,2,England,2009
Benjamin Kayser,Hooker,1984-07-26,24,5,France,2009
William Servat,Hooker,1978-12-09,30,20,France,2009
Dimitri Szarzewski,Hooker,1983-01-26,26,30,France,2009
Fabien Barcella,Prop,1983-10-27,25,3,France,2009
Renaud Boyoud,Prop,1980-05-07,28,2,France,2009
Thomas Domingo,Prop,1985-08-20,23,0,France,2009
Lionel Faure,Prop,1977-11-26,31,6,France,2009
Benoît Lecouls,Prop,1978-03-22,30,5,France,2009
Sylvain Marconnet,Prop,1976-04-08,32,71,France,2009
Nicolas Mas,Prop,1980-05-25,28,22,France,2009
Sébastien Chabal,Lock,1977-12-08,31,42,France,2009
Romain Millo-Chluski,Lock,1983-04-20,25,4,France,2009
Lionel Nallet (c),Lock,1976-09-14,32,42,France,2009
Jérôme Thion,Lock,1977-12-02,31,42,France,2009
Julien Bonnaire,Flanker,1978-09-20,30,37,France,2009
Thierry Dusautoir,Flanker,1981-11-18,27,17,France,2009
Fulgence Ouedraogo,Flanker,1986-07-21,22,11,France,2009
Imanol Harinordoquy,Number 8,1980-02-20,28,50,France,2009
Louis Picamoles,Number 8,1986-02-05,23,8,France,2009
Frédéric Michalak,Scrum-half,1982-10-16,26,50,France,2009
Morgan Parra,Scrum-half,1988-11-15,20,4,France,2009
Sébastien Tillous-Borde,Scrum-half,1985-04-29,23,4,France,2009
Lionel Beauxis,Fly-half,1985-10-24,23,12,France,2009
François Trinh-Duc,Fly-half,1986-11-11,22,7,France,2009
Benoît Baby,Centre,1983-09-07,25,6,France,2009
Mathieu Bastareaud,Centre,1988-07-17,20,0,France,2009
Florian Fritz,Centre,1984-01-17,25,13,France,2009
Yannick Jauzion,Centre,1978-07-28,30,55,France,2009
Maxime Mermoz,Centre,1986-07-28,22,1,France,2009
Cédric Heymans,Wing,1978-07-20,30,44,France,2009
Julien Malzieu,Wing,1983-05-04,25,6,France,2009
Maxime Médard,Wing,1986-11-16,22,3,France,2009
Clément Poitrenaud,Fullback,1982-05-20,26,31,France,2009
Damien Traille,Fullback,1979-06-12,29,57,France,2009
Rory Best,Hooker,1982-08-15,26,27,Ireland,2009
Jerry Flannery,Hooker,1978-10-17,30,26,Ireland,2009
Bernard Jackman,Hooker,1976-05-05,32,9,Ireland,2009
Tom Court,Prop,1980-11-06,28,0,Ireland,2009
John Hayes,Prop,1973-11-02,35,89,Ireland,2009
Cian Healy,Prop,1987-10-07,21,0,Ireland,2009
Marcus Horan,Prop,1977-09-07,31,61,Ireland,2009
Mike Ross,Prop,1979-12-21,29,0,Ireland,2009
Ryan Caldwell,Lock,1984-09-01,24,0,Ireland,2009
